Nome Empresa,Website,Address,Rating,Reviews,Phone,Types,Summary,Source,Search_Query,City_Scope,Keyword_Scope
Empresa de Tecnologia e Informações da Previdência Social DATAPREV - Rio de Janeiro (Botafogo),,"R. Prof. Álvaro Rodrigues, 460 - Botafogo, Rio de Janeiro - RJ, 22280-040, Brazil",4.4,138.0,+55 21 3616-7000,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Empresa de Tecnologia em Saúde
SierraTecnologia - Desenvolvimento de Sistemas,,"Rua Pacheco Leão, 174 - Jardim Botânico, Rio de Janeiro - RJ, 22460-030, Brazil",5.0,7.0,+55 21 2428-3883,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Empresa de Tecnologia em Saúde
Sidetech - Software para Gestão de Saúde Ocupacional e Segurança do Trabalho,,"Praça Floriano, 55 - Cobertura 1 - Centro, Rio de Janeiro - RJ, 20031-050, Brazil",5.0,6.0,+55 21 2509-0075,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Empresa de Tecnologia em Saúde
Empresa de Tecnologia e Informações da Previdência Social,,"Av. Teixeira de Castro, 250 - Bonsucesso, Rio de Janeiro - RJ, 21040-010, Brazil",3.0,10.0,,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Empresa de Tecnologia em Saúde
SAMPAIO HEALTH TECH CORRETAGEM DE SEGUROS LTDA.,,"Avenida Itaóca 2358 - Vila Acorizal, 133 / 101 - Bonsucesso, Rio de Janeiro - RJ, 21061-020, Brazil",5.0,35.0,+55 21 99787-9994,"insurance_agency, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Rio de Janeiro, RJ","Rio de Janeiro, RJ",Healthtech
Cirúrgica Vital Médica BH,,"R. Rio Grande do Norte, 175 - Santa Efigênia, Belo Horizonte - MG, 30130-130, Brazil",4.9,195.0,+55 31 99100-6115,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
E-Medical Manutenção em Equipamentos hospitalares,,"R. Alexandre Barbosa, 78 - São José, Belo Horizonte - MG, 31660-000, Brazil",5.0,17.0,+55 31 3212-8236,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
Techmedical Importação e Comércio - Próteses e equipamentos médicos,http://www.techmedical.com.br/,"Av. Bernardo Monteiro, 407 - Floresta, Belo Horizonte - MG, 30150-280, Brazil",5.0,1.0,+55 31 3239-8324,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
Hospiloc,http://hospiloc.com.br/,"Av. Pasteur, 76 - Santa Efigênia, Belo Horizonte - MG, 30150-290, Brazil",5.0,389.0,+55 31 98383-6318,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
Cirúrgica Bem Viver- Cadeiras de Rodas e materiais hospitalares,,"Av. Bernardo Monteiro, 786 - Santa Efigênia, Belo Horizonte - MG, 30150-281, Brazil",4.9,95.0,+55 31 3214-1815,"furniture_store, home_improvement_store, health, point_of_interest, home_goods_store, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
Cirurgica Sempre Vida,http://www.semprevidacirurgica.com.br/,"Rua dos Otoni, 645 - Santa Efigênia, Belo Horizonte - MG, 30150-270, Brazil",5.0,67.0,+55 31 3274-1595,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Equipamentos Médicos
Pró-Hospitalar,https://prohospitalar.com.br/,"R. Severino Lara, 9 - São Pedro (Venda Nova), Belo Horizonte - MG, 31610-260, Brazil",5.0,32.0,+55 31 3071-6200,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Belo Horizonte, MG","Belo Horizonte, MG",Indústria de Materiais Hospitalares
Minas Industria de Moveis Hospitalar Eireli,,"Rua Maria Claudina Rocha Silva - Areias, Ribeirão das Neves - MG, 33920-005, Brazil",4.8,19.0,+55 31 3168-5110,"point_of_interest, health, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Belo Horizonte, MG","Belo Horizonte, MG",Indústria de Materiais Hospitalares
Dental Fort,,"Rua dos Tupis, 457 - Sala 901 - Centro, Belo Horizonte - MG, 30190-060, Brazil",4.9,27.0,+55 31 98661-4062,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Produtos Odontológicos
DENTAL PRODENTISTA,,"R. Ingá, 381 - Ipiranga, Belo Horizonte - MG, 31160-100, Brazil",4.9,76.0,+55 31 3115-3939,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Produtos Odontológicos
odontodil assistência tecnica em equipamentos odontologicos,,"Rua: padre Argemiro Moreira, 2323 - São Gabriel, Belo Horizonte - MG, 31980-400, Brazil",4.5,38.0,+55 31 99585-1446,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Produtos Odontológicos
Easy Dental Equipment,https://easybassi.com.br/,"R. Barão de Paraopeba, 230 e - galpão 290 - Jardinópolis, Belo Horizonte - MG, 30532-150, Brazil",4.8,57.0,+55 31 3328-5550,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Produtos Odontológicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Produtos Odontológicos
CIA DO IMPLANTE COMERCIO E REPRESENTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,,"R. Orange - São Pedro, Belo Horizonte - MG, 30330-020, Brazil",5.0,1.0,+55 31 99629-7004,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Dentários
Implantes Minas Gerais,,"Av. do Contorno, 4747 - conj. 1310-1311 - Funcionários, Belo Horizonte - MG, 30110-921, Brazil",5.0,1.0,+55 31 99564-4480,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Dentários
Implantus Odontologia Planalto,,"Av. Dr. Cristiano Guimarães, 1745 - Planalto, Belo Horizonte - MG, 31720-300, Brazil",5.0,404.0,+55 31 2510-9039,"dentist, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Dentários
Usina Jr,,"Av. Pres. Antônio Carlos, 6627 - Prédio Inova - Pampulha, Belo Horizonte - MG, 31270-901, Brazil",4.2,5.0,+55 31 3409-4905,"consultant, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Ortopédicos
SOMED Soluções Médicas Ltda,,"Av. Raja Gabáglia, 2000 Tower 01 - Sl. 541 to 544 Estoril - |, 170 - São Francisco, Belo Horizonte - MG, Brazil",,,+55 31 3566-5680,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Ortopédicos
Plastic Surgery Clinic Dr. Lauro Avellan,,"Rua dos Guajajaras, 628 - sala 107 - Lourdes, Belo Horizonte - MG, 30180-100, Brazil",4.9,107.0,+55 31 98987-5659,"doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Implantes Ortopédicos
Minas Cirúrgica,,"Av. do Contorno, 4023 - 901 - São Lucas, Belo Horizonte - MG, 30240-270, Brazil",5.0,1.0,+55 31 3264-9296,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Instrumentos Cirúrgicos
Laborzil Prótese Dentária,,"R. Além Paraíba, 258 - Bonfim, Belo Horizonte - MG, 31210-120, Brazil",5.0,1.0,+55 31 3421-2800,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
Vizare Prótese Ocular,,"Av. Pasteur, 40 - Sala 203 - Santa Efigênia, Belo Horizonte - MG, 30150-290, Brazil",5.0,86.0,+55 31 97500-1492,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
PROLINS Laboratório de Próteses Odontológicas,,"R. dos Aimorés, 1297 - Sala 404, 405, 406 - Boa Viagem, Belo Horizonte - MG, 30140-071, Brazil",4.2,10.0,+55 31 3201-1847,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
Especialização em Prótese Dentaria - Pós-graduação,http://especializarprotesedental.com.br/,"R. Albita, 131 - Cruzeiro, Belo Horizonte - MG, 30310-160, Brazil",5.0,1.0,+55 31 99800-6450,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
2M LABORATÓRIO DE PRÓTESE DENTÁRIA LTDA,,"R. São Paulo, 1106 - Centro, Belo Horizonte - MG, 30170-131, Brazil",,,+55 31 98433-6490,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
Laboratório de Prótese São Jorge Ltda,,"R. Geraldo Teixeira da Costa, 140 - Floresta, Belo Horizonte - MG, 30150-120, Brazil",3.0,2.0,+55 31 3222-7995,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Próteses
Fábrica de Móveis Assépticos,,"Av. Barão Homem de Melo, 1509 - Santa Sofia, Belo Horizonte - MG, 30451-381, Brazil",2.7,7.0,+55 31 3373-1133,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Móveis Hospitalares
Líder Móveis Hospitalares,https://lidermoveishospitalares.com.br/,"R. Nova Iorque, 756 - LJ 02 - Girassol, Ribeirão das Neves - MG, 33915-021, Brazil",,,+55 31 3161-2021,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Móveis Hospitalares
Fawler Industria,,"Av. Barão Homem de Melo, 1509 - Nova Granada, Belo Horizonte - MG, 30431-285, Brazil",3.6,27.0,+55 31 3373-1133,"point_of_interest, health, store, establishment",,Google Places Advanced,"Fabricante de Móveis Hospitalares in Belo Horizonte, MG","Belo Horizonte, MG",Fabricante de Móveis Hospitalares
Abbott,,"Rua Professor José Vieira de Mendonça, 1301 - Engenho Nogueira, Belo Horizonte - MG, 34000-000, Brazil",4.7,29.0,+55 31 3888-5217,"point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Belo Horizonte, MG","Belo Horizonte, MG",Indústria Farmacêutica
Bhlog Distribuidora de Medicamentos Farm Ltdm,,"Rua Simão Tamm, 285 - Cachoeirinha, Belo Horizonte - MG, 31130-250, Brazil",5.0,4.0,+55 31 2122-9400,"point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Belo Horizonte, MG","Belo Horizonte, MG",Distribuidora de Medicamentos e Correlatos
Multifarma Comercial,http://www.multifarma.com.br/,"Av. Três, 283 - Jequitibá, Vespasiano - MG, 33200-000, Brazil",5.0,1.0,+55 31 2522-8170,"wholesaler, point_of_interest, health, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Belo Horizonte, MG","Belo Horizonte, MG",Distribuidora de Medicamentos e Correlatos
Drogaria Farma 31,http://www.farma31.com.br/,"R. Eduardo Carlos, 165 - Araguaia, Belo Horizonte - MG, 30620-440, Brazil",4.8,744.0,+55 31 3321-7811,"drugstore, clothing_store, point_of_interest, health, store, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Belo Horizonte, MG","Belo Horizonte, MG",Distribuidora de Medicamentos e Correlatos
Grupo HOF Saúde,,"Rua dos Guajajaras, 880 - Sala 602 - Centro, Belo Horizonte - MG, 30180-106, Brazil",4.6,27.0,+55 31 99064-2198,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Belo Horizonte, MG","Belo Horizonte, MG",Importadora de Produtos para Saúde
Biohosp Produtos Hospitalares - Sede Administrativa,,"R. Silva Fortes, 47 - 5o andar - União, Belo Horizonte - MG, 31160-320, Brazil",4.2,33.0,+55 31 3071-0696,"health, wholesaler, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Belo Horizonte, MG","Belo Horizonte, MG",Logística Hospitalar
LINEHOSP MEDICAL COMERCIO DE PRODUTOS HOSPITALARES,,"Av. Pres. Tancredo Neves, 4065 - Castelo, Belo Horizonte - MG, 31330-430, Brazil",,,+55 31 2535-9678,"health, wholesaler, point_of_interest, store, establishment",,Google Places Advanced,"Logística Hospitalar in Belo Horizonte, MG","Belo Horizonte, MG",Logística Hospitalar
IsoDente Soluções em Odontologia Digital,,"Rua dos Tupis, 38/808 - Centro, Belo Horizonte - MG, 30190-901, Brazil",5.0,1.0,+55 31 98343-3792,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
NLAB Digital,,"Av. Raja Gabáglia, 2000 - Torre 2 - Estoril, Belo Horizonte - MG, 30494-170, Brazil",5.0,1.0,+55 31 99761-8255,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
Laborlay,,"R. Padre Tiago de Almeida, 21 - Camargos, Belo Horizonte - MG, 30520-440, Brazil",5.0,17.0,+55 31 3245-3719,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
LabClélio Prótese Dentária,,"Av. Afonso Pena, 867 - Andar 13 Sala 1312 - Centro, Belo Horizonte - MG, 30130-905, Brazil",3.9,25.0,+55 31 3217-9600,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
Laboratório Ced Pró Implante Digital,,"R. Rio Grande do Norte, 1166 - Savassi, Belo Horizonte - MG, 30130-131, Brazil",2.7,6.0,+55 31 2527-6609,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
Lopes Vieira Laboratório de Prótese Odontologia,,"Rua dos Guajajaras, 1765 - Barro Preto, Belo Horizonte - MG, 30140-062, Brazil",5.0,2.0,+55 31 3201-0780,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
J&C Protec Digital Laboratório,,"R. Flôr das Pedras, 340 - Jardim Alvorada, Belo Horizonte - MG, 30810-000, Brazil",,,+55 31 3494-0146,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Belo Horizonte, MG","Belo Horizonte, MG",Laboratório de Prótese Dentária Digital
Empresa de Tecnologia e Informações da Previdência Social - Belo Horizonte,,"Av. José Cândido da Silveira, 1200 - Cidade Nova, Belo Horizonte - MG, 31035-536, Brazil",1.6,49.0,,"point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Belo Horizonte, MG","Belo Horizonte, MG",Empresa de Tecnologia em Saúde
MLF,http://www.mlf.net.br/,"Av. Getúlio Vargas, 1420 - Savassi, Belo Horizonte - MG, 30112-021, Brazil",5.0,1.0,+55 31 99866-7591,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Empresa de Tecnologia em Saúde in Belo Horizonte, MG","Belo Horizonte, MG",Empresa de Tecnologia em Saúde
Health Tech,,"Rua Guaranésia, 348 - Colégio Batista, Belo Horizonte - MG, 30110-170, Brazil",5.0,4.0,+55 31 3234-4734,"corporate_office, point_of_interest, establishment",,Google Places Advanced,"Healthtech in Belo Horizonte, MG","Belo Horizonte, MG",Healthtech
Folmed Produtos Médicos e Hospitalares,,"R. Cel. Pretextato Pena Forte Taborda Ribas, 275 - Santa Quiteria, Curitiba - PR, 80310-260, Brazil",2.8,5.0,+55 41 3010-2266,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Curitiba, PR","Curitiba, PR",Fabricante de Equipamentos Médicos
São Luiz Produtos Médicos e Hospitalares,,"Av. Rep. Argentina, 4235 - Novo Mundo, Curitiba - PR, 81050-000, Brazil",5.0,297.0,+55 41 99709-6839,"store, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Curitiba, PR","Curitiba, PR",Fabricante de Equipamentos Médicos
Medicasa oxigenoterapia domiciliar,,"Av. Mal. Floriano Peixoto, 1574 - 3º Andar - Rebouças, Curitiba - PR, 80230-110, Brazil",4.9,69.0,+55 41 99199-1441,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Curitiba, PR","Curitiba, PR",Fabricante de Equipamentos Médicos
Prosurg Produtos Médicos,,"Av. Paraná, 2288 - Bacacheri, Curitiba - PR, 80035-130, Brazil",4.1,22.0,+55 41 3052-7400,"store, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Equipamentos Médicos in Curitiba, PR","Curitiba, PR",Fabricante de Equipamentos Médicos
Soma/Pr Produtos Hospitalares Ltda,,"R. Anita Ribas, 410 - Bacacheri, Curitiba - PR, 82520-610, Brazil",4.6,76.0,+55 41 3028-2375,"warehouse_store, point_of_interest, store, establishment",,Google Places Advanced,"Indústria de Materiais Hospitalares in Curitiba, PR","Curitiba, PR",Indústria de Materiais Hospitalares
Pró Dental Clínica Odontológica - Implantes Dentários e Periodontia Curitiba/PR,http://prodentalclinicaodonto.com.br/,"R. Heitor Stockler de França, 396 - Conjunto 1501 - Centro Cívico, Curitiba - PR, 80030-030, Brazil",4.8,20.0,+55 41 3352-8300,"dental_clinic, dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
JJGC Indústria e Comércio de Materiais Dentários Sa,,"Av. Juscelino Kubitschek de Oliveira - Ld, 3291 - Cidade Industrial de Curitiba, Curitiba - PR, 81260-000, Brazil",1.0,2.0,+55 41 2169-4000,"health, point_of_interest, store, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
Curitiba Implantes,http://www.curitibaimplantes.com/,"R. dos Pioneiros, 1131 - Sítio Cercado, Curitiba - PR, 81910-080, Brazil",4.8,23.0,+55 41 99677-0006,"dental_clinic, dentist, doctor, health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
Oral Sin Implantes Curitiba - Centro Cívico,,"R. Alberto Folloni, 1168 - Juvevê, Curitiba - PR, 80540-000, Brazil",4.8,47.0,+55 41 3405-4540,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Dentários in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Dentários
RS Med,,"Av. Rep. Argentina, 2275 - Água Verde, Curitiba - PR, 80610-260, Brazil",5.0,4.0,+55 41 4103-0113,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Ortopédicos
Impland - Trade hospital medical products,,"Rua Emiliano Perneta, 860 - Centro, Curitiba - PR, 80420-080, Brazil",3.8,8.0,+55 41 3019-6822,"store, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Implantes Ortopédicos in Curitiba, PR","Curitiba, PR",Fabricante de Implantes Ortopédicos
MEDNOX INSTRUMENTOS CIRÚRGICOS,,"R. Rio Madeira, 231 - Weissópolis, Pinhais - PR, 83322-340, Brazil",5.0,7.0,+55 41 3732-3527,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Instrumentos Cirúrgicos in Curitiba, PR","Curitiba, PR",Fabricante de Instrumentos Cirúrgicos
Parana Protese,,"R. Saldanha Marinho, 456 - Centro, Curitiba - PR, 80410-150, Brazil",5.0,1.0,+55 41 3024-3996,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Ortese e Prótese-Cemm,,"Al. Dr. Muricy, 498 - Centro, Curitiba - PR, 80010-120, Brazil",5.0,1.0,+55 41 3323-5291,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Laboratório de Prótese Vieira,,"Av. João Gualberto, 1342 - Alto da Glória, Curitiba - PR, 80030-001, Brazil",4.5,8.0,+55 41 3029-4852,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Kapilare,,"R. André de Barros, 226 - sala 307 - Centro, Curitiba - PR, 80010-080, Brazil",5.0,2.0,+55 41 99549-3651,"point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
PROESTHETIC-Laboratório de Prótese Odontológica,,"R. Mal. Deodoro, 503 - 18º andar - Centro, Curitiba - PR, 80020-000, Brazil",4.0,8.0,+55 41 3076-8603,"health, point_of_interest, establishment",,Google Places Advanced,"Fabricante de Próteses in Curitiba, PR","Curitiba, PR",Fabricante de Próteses
Farmalab Indústria Química e Farmacêutica Ltda,,"R. Dep. Estefano Mikilita, 125 - Portão, Curitiba - PR, 81070-430, Brazil",3.0,2.0,+55 41 3329-9062,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Essenza Com e Ind Farmacêutica,,"R. Ébano Pereira, 138 - Centro, Curitiba - PR, 80410-240, Brazil",5.0,2.0,+55 41 3322-0708,"pharmacy, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Laboratório Farmacêutico Dermatológico Dermo Ltda,,"Rod br, 277 - Mossunguê, Curitiba - PR, 82305-100, Brazil",,,+55 41 3373-3590,"health, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
O Pharmacêutico,,"R. Prof. Ulisses Vieira, 413 - Vila Izabel, Curitiba - PR, 80320-090, Brazil",5.0,16.0,+55 41 3030-6183,"pharmacy, drugstore, health, store, point_of_interest, establishment",,Google Places Advanced,"Indústria Farmacêutica in Curitiba, PR","Curitiba, PR",Indústria Farmacêutica
Centralmed Distribuidora de Medicamentos LTDA,,"R. Omilio Monteiro Soares, 545 - Fanny, Curitiba - PR, 81030-000, Brazil",4.0,1.0,+55 41 3333-6120,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Distribuidora de Medicamentos e Correlatos in Curitiba, PR","Curitiba, PR",Distribuidora de Medicamentos e Correlatos
DISTRIBUIDORA LWR SOLUÇÕES EM SAÚDE,,"R. Brig. Franco, 4740 - Loja 1 - Parolin, Curitiba - PR, 82000-000, Brazil",4.8,19.0,+55 41 3308-3076,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
LMS MEDICAL COMERCIO DE PRODUTOS LTDA,https://www.lmsmedical.com.br/,"R. Mal. Deodoro, 211 - Centro, Curitiba - PR, 80020-320, Brazil",5.0,33.0,+55 41 3373-0494,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Saúde Legal,,"R. Rocha Pombo, 933 - Juvevê, Curitiba - PR, 80530-290, Brazil",4.7,25.0,+55 41 99198-1536,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
ZM Medical Atacado da Saúde,,"R. Des. Cid Campelo, 6598 - Unidade 8 - Cidade Industrial de Curitiba, Curitiba - PR, 81250-510, Brazil",1.0,1.0,+55 41 3542-1148,"wholesaler, health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Polymedical Importação Produtos Médicos,,"R. Mariano Torres, 729 - Sala 101 - Centro, Curitiba - PR, 80060-120, Brazil",,,+55 41 3356-3334,"health, point_of_interest, establishment",,Google Places Advanced,"Importadora de Produtos para Saúde in Curitiba, PR","Curitiba, PR",Importadora de Produtos para Saúde
Hospital do Trabalhador cidade de Curitiba,,"Av. Rep. Argentina, 4406 - Novo Mundo, Curitiba - PR, 81050-000, Brazil",3.5,973.0,+55 41 3212-5786,"hospital, health, point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Curitiba, PR","Curitiba, PR",Logística Hospitalar
Dmedic Comércio de Produtos Médicos Hospitalares,,"Rua Dr. Brasílio Ferreira da Luz, 394 - Jardim das Américas, Curitiba - PR, 81540-220, Brazil",4.5,2.0,+55 41 3024-5041,"point_of_interest, establishment",,Google Places Advanced,"Logística Hospitalar in Curitiba, PR","Curitiba, PR",Logística Hospitalar
XP Laboratório Digital,,"R. Prof. Ulisses Vieira, 1315 - Santa Quiteria, Curitiba - PR, 80310-120, Brazil",4.9,13.0,+55 41 99827-1678,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Laboratório Modelo Prótese Odontológica,,"R. José Loureiro, 603 - Centro, Curitiba - PR, 80010-916, Brazil",5.0,3.0,+55 41 3014-6947,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
Laboratório Pigatto - Laboratório de Prótese Dentária,,"Rua Presidente Pádua Fleury, 533 - Hauer, Curitiba - PR, 81610-150, Brazil",5.0,1.0,+55 41 99107-1492,"point_of_interest, health, establishment",,Google Places Advanced,"Laboratório de Prótese Dentária Digital in Curitiba, PR","Curitiba, PR",Laboratório de Prótese Dentária Digital
